[2026-06-23 16:11:43] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Account/Register | Status: 200 | Time: 98ms
[2026-06-23 16:21:56] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /smjestaji | Status: 200 | Time: 46ms
[2026-06-23 16:21:56] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:21:56] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /hoteli | Status: 200 | Time: 2ms
[2026-06-23 16:21:56] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:22:02] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=Zagreb | Status: 200 | Time: 13ms
[2026-06-23 16:22:08] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: / | Status: 200 | Time: 5ms
[2026-06-23 16:22:08] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:22:09] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 0ms
[2026-06-23 16:22:09] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:22:43] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 2ms
[2026-06-23 16:22:43] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:23:01] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 0ms
[2026-06-23 16:23:01] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:23:59] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: POST | Path: /api/ai/parse | Status: 200 | Time: 6ms
[2026-06-23 16:25:51] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /gosti | Status: 200 | Time: 36ms
[2026-06-23 16:25:51] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:25:54] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: / | Status: 200 | Time: 10ms
[2026-06-23 16:25:54] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:26:17] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /api/search?q=Ro | Status: 200 | Time: 2ms
[2026-06-23 16:26:18] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /api/search?q=S | Status: 200 | Time: 17ms
[2026-06-23 16:26:19] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /api/search?q=Sobe | Status: 200 | Time: 1ms
[2026-06-23 16:26:26] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /sobe | Status: 404 | Time: 0ms
[2026-06-23 16:28:46] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 40ms
[2026-06-23 16:28:46] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:29:19] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=gost | Status: 200 | Time: 14ms
[2026-06-23 16:30:00] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=Grand | Status: 200 | Time: 2ms
[2026-06-23 16:30:27] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=a | Status: 200 | Time: 18ms
[2026-06-23 16:30:50] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 25ms
[2026-06-23 16:30:50] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:31:23] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=gost | Status: 200 | Time: 17ms
[2026-06-23 16:31:41] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /gosti | Status: 200 | Time: 22ms
[2026-06-23 16:31:41] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:31:56] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 15ms
[2026-06-23 16:31:56] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:32:48] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /rezervacije | Status: 200 | Time: 54ms
[2026-06-23 16:32:48] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:34:18] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 10ms
[2026-06-23 16:34:18] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:34:28] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=a | Status: 200 | Time: 4ms
[2026-06-23 16:38:17] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 11ms
[2026-06-23 16:38:29] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:39:01] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 5ms
[2026-06-23 16:39:01] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:39:41] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 6ms
[2026-06-23 16:39:41] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:39:51] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=a | Status: 200 | Time: 3ms
[2026-06-23 16:40:16] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /hoteli | Status: 200 | Time: 3ms
[2026-06-23 16:40:16] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:40:24] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Account/Login | Status: 200 | Time: 5ms
[2026-06-23 16:40:24] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:40:38] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Account/Login | Status: 200 | Time: 3ms
[2026-06-23 16:40:38] IP: ::1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:41:06] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /Account/Login | Status: 302 | Time: 78ms
[2026-06-23 16:41:06] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 3ms
[2026-06-23 16:41:06] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:41:23] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 3ms
[2026-06-23 16:41:23] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:41:31] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/edit/1 | Status: 200 | Time: 30ms
[2026-06-23 16:41:31] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:41:31] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/1/attachments?isEdit=True | Status: 200 | Time: 2ms
[2026-06-23 16:43:05] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/create | Status: 200 | Time: 11ms
[2026-06-23 16:43:05] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:44:33] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /hoteli/create | Status: 302 | Time: 19ms
[2026-06-23 16:44:33] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 4ms
[2026-06-23 16:44:33] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:06] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /hoteli/2 | Status: 200 | Time: 14ms
[2026-06-23 16:45:06] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:06] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /hoteli/2/attachments | Status: 200 | Time: 3ms
[2026-06-23 16:45:18] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 1ms
[2026-06-23 16:45:18] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:34] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /recenzije | Status: 200 | Time: 29ms
[2026-06-23 16:45:34] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:35] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /rezervacije | Status: 200 | Time: 4ms
[2026-06-23 16:45:35] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:37] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /gosti | Status: 200 | Time: 1ms
[2026-06-23 16:45:37] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:38] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: / | Status: 200 | Time: 5ms
[2026-06-23 16:45:38] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:42] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 0ms
[2026-06-23 16:45:42] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:45:42] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: / | Status: 200 | Time: 6ms
[2026-06-23 16:45:42] IP: ::1 | User: yakij.ivancek1@gmail.com (User) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:46:13] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 8ms
[2026-06-23 16:46:13] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:46:50] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=svg | Status: 200 | Time: 2ms
[2026-06-23 16:47:35] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 2ms
[2026-06-23 16:47:35] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:48:19] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/autocomplete?term=svg | Status: 200 | Time: 26ms
[2026-06-23 16:48:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/edit/6 | Status: 200 | Time: 4ms
[2026-06-23 16:48:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:48:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/6/attachments?isEdit=True | Status: 200 | Time: 1ms
[2026-06-23 16:49:12] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /hoteli/edit/6 | Status: 302 | Time: 14ms
[2026-06-23 16:49:12] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 1ms
[2026-06-23 16:49:12] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:49:53] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 5ms
[2026-06-23 16:49:53] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:50:14] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=img | Status: 200 | Time: 1ms
[2026-06-23 16:50:14] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /x | Status: 404 | Time: 0ms
[2026-06-23 16:50:51] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/edit/6 | Status: 200 | Time: 1ms
[2026-06-23 16:50:51] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:50:51] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/6/attachments?isEdit=True | Status: 200 | Time: 3ms
[2026-06-23 16:51:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /hoteli/edit/6 | Status: 302 | Time: 9ms
[2026-06-23 16:51:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 2ms
[2026-06-23 16:51:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:51:45] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 4ms
[2026-06-23 16:51:45] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:51:59] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=img | Status: 200 | Time: 1ms
[2026-06-23 16:51:59] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /x | Status: 404 | Time: 0ms
[2026-06-23 16:53:25] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 174ms
[2026-06-23 16:53:25] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:25] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=a | Status: 200 | Time: 86ms
[2026-06-23 16:53:25] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /x | Status: 404 | Time: 0ms
[2026-06-23 16:53:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/6 | Status: 200 | Time: 7ms
[2026-06-23 16:53:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/6/attachments | Status: 200 | Time: 2ms
[2026-06-23 16:53:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 13ms
[2026-06-23 16:53:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:43] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Hte | Status: 200 | Time: 5ms
[2026-06-23 16:53:44] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Hoteli | Status: 200 | Time: 0ms
[2026-06-23 16:53:47] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 1ms
[2026-06-23 16:53:47] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:53] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/delete/6 | Status: 200 | Time: 28ms
[2026-06-23 16:53:53] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:55] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /hoteli/delete/6 | Status: 302 | Time: 26ms
[2026-06-23 16:53:55] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 1ms
[2026-06-23 16:53:55] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:56] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli/delete/5 | Status: 200 | Time: 5ms
[2026-06-23 16:53:56] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:53:58] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /hoteli/delete/5 | Status: 302 | Time: 3ms
[2026-06-23 16:53:58] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 1ms
[2026-06-23 16:53:58] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:54:30] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: / | Status: 200 | Time: 167ms
[2026-06-23 16:54:30] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:54:31] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /api/search?q=a | Status: 200 | Time: 82ms
[2026-06-23 16:55:19] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Account/Login | Status: 200 | Time: 102ms
[2026-06-23 16:55:19] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:55:20] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /Account/Login | Status: 302 | Time: 89ms
[2026-06-23 16:55:21] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 103ms
[2026-06-23 16:55:21] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:55:23] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Home/AiAssistant | Status: 404 | Time: 0ms
[2026-06-23 16:56:19] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Account/Login | Status: 200 | Time: 97ms
[2026-06-23 16:56:19] IP: 127.0.0.1 | User: Anonymous (Guest) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:56:21] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /Account/Login | Status: 302 | Time: 93ms
[2026-06-23 16:56:21] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 105ms
[2026-06-23 16:56:21] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:56:23] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 10ms
[2026-06-23 16:56:23] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 16:56:24] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: POST | Path: /api/ai/parse | Status: 200 | Time: 76ms
[2026-06-23 16:56:27] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /gosti | Status: 200 | Time: 25ms
[2026-06-23 16:56:27] IP: 127.0.0.1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:09:30] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 11ms
[2026-06-23 17:09:30] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:09:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Setup/Logs | Status: 200 | Time: 42ms
[2026-06-23 17:09:32] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:09:40] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Setup | Status: 200 | Time: 40ms
[2026-06-23 17:09:40] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:09:51] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 8ms
[2026-06-23 17:09:51] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:10:02] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 2ms
[2026-06-23 17:10:02] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:15] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Hiot | Status: 200 | Time: 5ms
[2026-06-23 17:12:16] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=H | Status: 200 | Time: 4ms
[2026-06-23 17:12:17] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=HOteli | Status: 200 | Time: 1ms
[2026-06-23 17:12:19] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 6ms
[2026-06-23 17:12:19] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:24] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /recenzije | Status: 200 | Time: 7ms
[2026-06-23 17:12:24] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:29] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 6ms
[2026-06-23 17:12:29] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:30] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /ai-assistant | Status: 200 | Time: 0ms
[2026-06-23 17:12:30] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:31] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /hoteli | Status: 200 | Time: 4ms
[2026-06-23 17:12:31] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:33] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /gosti | Status: 200 | Time: 4ms
[2026-06-23 17:12:33] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:34] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /rezervacije | Status: 200 | Time: 4ms
[2026-06-23 17:12:34] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:35] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: / | Status: 200 | Time: 7ms
[2026-06-23 17:12:35] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /Hotel-Mgt.Web.styles.css | Status: 404 | Time: 0ms
[2026-06-23 17:12:39] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Placa | Status: 200 | Time: 3ms
[2026-06-23 17:12:40] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Pla | Status: 200 | Time: 3ms
[2026-06-23 17:12:41] IP: ::1 | User: admin@hotelmanager.local (Admin) | Method: GET | Path: /api/search?q=Pla%C4%87 | Status: 200 | Time: 3ms
